,comment_text,severe_toxic
127202,"Well, I have to agree that whoever destroyed the 40k wiki pages deserves to diaf... there was so much information about everything and now it is all gone, so many years of work just deleted because of some idiots.",0
135109,ARSE YOU FUCKING PRICK. FUCK OFF.,1
42218,"Andranikpasha, your nickname expalins who are you? YOu are an armenianorigin person. Andranik indeed has been one ot he heads of the bloody Armenian militia killing Turks, Kurds and Azeris, with his terrorist acts has been the reason for the reaction of Kurds, Turks and Azeris after they returned from the war in 5 fronts. So your response is absolutly biased, because of your nationality and firm belief in an event that never occured or occurded only for the Armenian church who uses this so called armenian genocide to mobilzie armenians and prevent their assimilation. 

As to the fact this is not the page for the other side, this shows how much you are anti-democratic and biased on this issue. This is against the Wikip3edia neturality principle as well. You give one side an opportunity to jsutify her action, but the other side only one general and useless sentence. I wouldn't be surprised if you are a pro-Pelosi person. Please, don't accuse others with stupidity and etc. I know quite a lot about American politics and how it is run. I completed my studies in US. This is for your education and information. 

If I don't see any more jsutified response I will go an and extent the Turkey section and also create the Criticism section. 
Raman, Massachusetts",0
73078,"BITCH 

Your an ass hole!",1
125285,OK LET ME SAY ONE THING FUCK YOU ALL:) FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU,1
37040,"| decline=Niggers, jews, bad news! Also my cock is hard so it's time for rape lol 86.181.0.14",1
123758,"i forgot to sign 
Reed210 

PS Does your dick touch your ass...then go fuck yourself",1
ce1de6737f51920e,"Suck my dick. 

 Get a job.",1
148108,YOY ARE A HAIRY HERPES INFESTED NANCY GRACE LOVIN' CUNT,1
131481,"Removing  a notice t the conclusion of a discussion on the deletion of an article. 

You indicated that the discussion on the deletion of the article at  http://en.wikipedia.org/wiki/Wald's_maximin_model is over. Can you please delete the notice in the article  that the article is considered for deletion. Thanks,",0
1d29a1208fdcea23,"Per the above warnings, I have blocked your IP address from editing Wikipedia for the next 24 hours.  When your block expires, please feel free to contribute in a constructive manner. -",0
134872,Thank you everybody who voted,0
155686,"Please stop adding commercial links to Wikipedia, as you did in Seattle-Tacoma International Airport. It is considered spamming, and Wikipedia is not a vehicle for advertising. Thanks.   If you feel that the edit I reverted should not have been reverted, please contact me.",0
6084,"""

what country
I wish the writer would point out what country he is refering to, whith his mention of sherrif depts etc.

Why not preface such comments with...""""in america..""""

  """,0
132607,"""

YOUR MOM IS SO FAT, SHE GETS CASHBACK WHEN SHE ORDERS AT BURGER KING!

YOUR MOM IS SO UPPER MIDDLE CLASS THAT SHE DOESN'T RECYCLE FLOSS!

YOUR MOMS FAT CUNT IS SO JUICY WHEN I CRAMMED MY HUGE COCK INTO IT SHE SAID """"THANKS"""" D

DICKSUCKER D""",1
756,"Here's an idea 

Go fuck yourself, cumshitter.",1
006beb8649b70d99,and lewd sex in China,0
56638,"Rogue user
. Please check this guy out will you?  

Possible speedy deletion candidate
LEGO. Notability?   P",0
25380,"Fucking lying nigger, fes up you peice of shit211.28.54.73",1
116653,"Then this isn't an encyclopedia, so nobody should ever call it that.  If Wiki isn't based off of truth, it's no better than tabloid magazines, and that's the truth.  So fuck this website, and fuck all of you.  71.59.189.46",1
14574,"your a bitch  

hey bitch i own  this shit bitch and u suck dick. if u want the chaos to stop meet me at 711 and ill fuck u up any time u want it bitch",1
028f7f59fdb9a631,"fuck islam , fuck Saud -Arabia",1
81534,"why? 

 why did you delete my tdi couples section? huh you big, fat ugly, mother fucker that's full of bullshit?",1
5886,"FUCK YOU NATLIE YOU DUMBASS CUNTBAG!
I HAVE A DYNAMIC IP
U CANNOT BAN ME
TOUGH SHIT AINT IT CUNT?

so go suck some random ass fuckers cock, before i vandalize your entire site..
B-I-O-T-C-H!

DONT MAKE ME COME FIND YOUR ASS IN OHIO, I READ YOUR WIKI ENTRY!
KNOCK KNOCK*
YOUR DUMB PUTTING THAT MUCH PERSONAL INFO OUT THERE AND CALLING OUT TROLLS WITH
DYNAMIC IP RANGES YOU DUMB BITCH!",1
150047,"Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt",1
24956,"""

This article treats thing differently however. For example, the """"Judea and Samaria Area"""" section states:

This district is not recognized by the UN and most nations (as being part of the state of Israel), and has not been annexed by Israel. The entire """"district"""" has been under Israeli military occupation since 1967.

However, the map treats J & S like it is just a normal district, and that it is not disputed at all. This can possibly mislead readers, and it need to be made clear in the map. Same for Golan. khoi """,0
45615,"And if disagreeing with you means I'm corrupt, I really don't see how it's possible to have a constructive debate of anything. You're obviously not willing to look at anything the other side did. StillStanding's conduct wasn't perfect, but the behavior of those on the other side - who received no sanction at all - was simply ridiculous and amounted to full-on, concerted wikistalking for a period of weeks. If you can't acknowledge when behavior that bad crosses the line, you don't deserve to be an administrator.",0
29834,"I TOLD YOU SO! As soon as anyone adds any unwelcome facts about corruption in a liberal party the Wiki-police expunges it anonymously, with providing any records, or explanation. Just plain crude CENSORSHIP. Wikipedia is biassed. You are not neutral. You are deeply prejudiced and resort to the most despicable censorship tactics to impose your bias on other people. CENSORSHIP. CENSORSHIP. CENSORSHIP. Just what socialists and left-wingers from Stalin to Hitler have always practised!!!!!!!!!!! I cannot express how much I despise Wikipedia. It really is beneath comptempt.",0
121949,"""

 Mountain infobox style 

Hello. Regarding this edit. A while back I got into the habit (usually anyway) of entering infobox parameters in the order in which they are visibly displayed on output. It just seemed the natural way to do it. 

I have noticed in your edits you tend to put the map parameters below location and range and above the coordinates. I wouldn't mind doing it that way from now on, but could you please explain if it is important for it to be in that particular order? Or is it just a personal style preference?  Talk to meStalk me  """,0
61417,"hey asshole..dont' you have any thing better to do??? like getting laid???
or jacking off to some Milly fakes???76.223.244.183",1
111855,"""
Josef Mengele never worked on a """"scientific"""" basis.  If you worked with him, you're a nazi pig yourself, and I hope the Wiesenthal center gets you to the gallows where you belong, you son of a bitch.""",1
fafe2cf3b4345ec6,"::Oh well, at least a reply, which is more than the admins seem to be bothered to do. 
 ::Cheers anyway.",0
ca6e0ef1c34de4b5,"Those of us going to sleep will find a pleasant update in the morning. Those staying up will be so for hours of coffee drinking. Suckers! 
 I apoligize for the taunt, but I've got a quota to fill!",0
137868,Good. Go fuck yourself.,1
133676,"F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me 
F*ck you I won't do what you tell me",1
c00bfacb7253e466,"""chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 Typical nip bastard sennen goroshi sez: """"I fuck monkeys to advance my gene pool. I have the mental capacity of a simian and hog shit."""" jism retard 

 i will fuck more chinese women later, and blow some nip soldiers' tiny penises.  
 o""",1
