,comment_text,identity_hate
2fee8a861afb76cb,You're a faggot. YOLO.,1
10769,TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2010 IS A NIGGER TOMMY2,1
150778,"Geography Category 

Thank you for informing me of that miscategorization. It has been corrected. mappychris",0
20188,"""

 Wow 

Ha, I just edited a new article while on new page patrol (Val Pinchbeck) and then checked the history to see who had written it, and it was Jackson008, someone I recognized from the B-R Bullpen. Ah well, happy editing.    (Talk) """,0
62147,"Support per GTBacchus, Gun Powder Man & Salvio giuliano. Fausto Veranzio is the more appreciate name for the article.",0
123760,"""

 """"google.us"""" missing from list 

The list gives .com as the US version, which may be true, but .us also appears to exist. 86.159.196.128  """,0
4f1ef79ad9d9bde4,"Peer Review: Liz Vlahos 

 The picture looks good, but maybe try adding a title. 
 Citations are properly imposed, you have credible and a sufficient amount of references, which is great. Also, the chem box is coming along and it seems you have gotten a lot of information about your chemical. The hazards section is great with the pictures and information. Properties are pretty good, except its kind of redundant with your chem box so maybe try adding some other information. Uses are a little difficult to follow for some, but the citations are placed correctly. I would try elaborating on the Safety section because there are plenty of hazards so you can expand on that (which you probably will). Try adding some more sections, maybe three, more to your page. So far, everything looks good; you guys even have citations in your chem box which is great. I think this will be great when you guys add some more stuff to it and finish it off!",0
142480,Just a bunch of 2 inch gay fuckers slapping each other on the backs for being cocksmoking losers,1
4627d21b0ef99f11,"Maybe. If you admit that you regularly contradict yourself and change your stance depending on whether or not you prefer the material in question and apologize for accusing me of exactly what you do, I'll consider it. Regards,",0
80434951b042e359,""":It's better than saying """"fucking Jew.""""  Believe me.    

 """,1
121156,"intimidation, but what i would do with your fucking fat piggy face and people you pigs!! i wish to see you once in my life, i will fuck you and your fucking head and your fucking fat pig shemale, go and sport a little bite you bitch, you know what, i have fucked you and your rang of admin and paymont of wikipedia!!! i fuck you and your fucking Persian gay friend User:inuit18!!! you gay lond!! this fucking person is blocking me for this reason []!! because i have reported this fucking fat pig bitch shemale, for this person (User:inuit18) is vandalism the talk page of Jamal-al-Din Afghani. and attack me and my gallant people of Afghanistan, my folk the Pashtuns and this fucking bitch comes to me and block me. and he write that he have blocked me for this reasons continued disruptive editing, name-calling, harassment, personal attacks etc. but '''i have not continued disruptive editing, name-calling, harassment, personal attacks etc. on the contrary correct. and i have reported him about this",1
e279911a793a0e9a,"::: I've been called an Islamo-fascist bitch, a Bengali, and a Zionist enforcer, and now I'm a corrupter of the truth. Cool!",1
60484,"""==Request for Usurpation==

Hello, Uran. A request has been made at Wikipedia:Changing username/Usurpations to usurp, or """"take over"""", your username because you have not used it to edit, and another user would like to use it to edit. Wikipedia:Changing username/Usurpations says that any unused username may be usurped if the user is given an opportunity to object and does not do so. 

If you have an email set in your preferences, you should be getting an email from a bureaucrat or changing username clerk explaining how to consent or object to this process. 

If you do not object to being renamed to a new username in order for another user to use the name you currently have, please log in and post a reply here saying so (you may also tell us what username you would like to be renamed to, or we will provide you with a generic one). 

If you do nothing: the request may be filled shortly, and your account will be moved to a generic username. You may request that it be moved to a new username of your choice at any time.

If you object to being renamed: please log in and make an edit to this page clearly stating that you object to usurpation. 

Please note that even if your current username is usurped, you can still edit and your data will not be lost; your preferences, watchlist, and other user settings will be transferred to a new username.

Thank you for your time.   """,0
713b27c03e8abd98,""" 

 == Toned down == 

 I toned down my comment about the sock per your request, but now I'm being told my editing is combattive (unsourced), and that I call people """"yahoo's,"""" """"septics,"""" and """"idiots."""" Why do I have to put up with this?   """,0
9a9aff3ca0d2dc55,"YOU GAY PRICK, WHY THE FUCK DID U REVERT MY EDIT, ALL MUSLIM TERRORISTS SHOULD BE NUKED",1
113089,Did the luna moth in the pictures get it's fealers muddeled up with T.V. arials?,0
40809,"Fucking krauts 

Learn to speak English you fucking dirty kraut!",1
18655,"""
For the final time, this article isn't about the armed conflict. There is an armed conflict, but that article is 2014 insurgency in Donbass. This article is about the unrest across Ukraine, not the violence in Donbass.  — ☎ """,0
119501,"nazi germany 

someone changed the intro of nazi germany from the original which is better:
Nazi Germany and the Third Reich are common names for Germany during the period from 1933 to 1945, when its government was controlled by Adolf Hitler and his National Socialist German Workers' Party, commonly known as the Nazi Party. Under Hitler's rule, Germany was transformed into a totalitarian state where nearly all aspects of life were controlled by the state.

to this:

Nazi Germany and the Third Reich are common names for Germany during the period from 1933 to 1945, when its government was controlled by the National Socialist German Workers' Party, commonly known as the Nazi Party, with Adolf Hitler as Führer. Under Hitler's rule, Germany was transformed into a fascist totalitarian state where nearly all aspects of life were controlled by the state through hierarchical institutions.

am asking for a third opinion, which do you think is better?",0
