,comment_text,threat
111395,"""
Hello! I am sorry I didn't respond. I've been running around in RL, doing things I'm behind in. Anyway, to answer your question, I am unsure how to answer. I've been using Wikipedia for years, but only last month did I start editing. There are some things I am not 100% proficient at, such as copyright laws, so I always read the Wiki-copyright page before I write anything. I usually lurk in the Recent Changes area, watching for vandals with the help of Twinkle. I am working on a Bot in spare time, and hope to have him up and running soon. Other than that, I can't think of a question or concern this second, but I am sure I'll think of something. Thanks again! )  (Talk!) """,0
149798,"Translation 

Does anything get done here? I asked more than ten users but nothing came out of it. So if someone knows Russian, please translate.",0
92911,"Discussion
You say their is a discussion going on. Do you mean the debate on the delete the list of creatures from Primeval page or is their some other discussion going on elsewhere?",0
81371,"""

Intro
CJ, what were your thoughts on how to restyle the intro?  (talk) """,0
13886,"You're welcome and I'm gonna vandalize every single page on the Wikipedia. Hopefully you will enjoy my stay and for the future, I'm gonna find out where you live and I'm gonna kickin your ass and the ass of your family! So watch out you nigger! Heil Hitler!",1
20865834fd3db897,"==Is not my problem== 

 I´m colombian, and this bitch will die and I broke she. jajajajaja",1
3a71fc807239aee7,"::::::I Agree. Meanwhile, let's leave the text as it is.",0
14556,"Look here CovenantD on this website there have been others who have demanded citation and when I contribute using information I saw off Entertainment News programs or statements in Talk Show interviews they all don't mind. So why don't you do the same
I can contribute too you know",0
52216,"What truth?  That no damage has been done by Israel, Only Arab/Palestinian lies to the world?  What does the photo show?  Where is this taken from (direction)?  You have proven nothing Syed",0
68709,"Kiss meee arse 

Like its SOOO convincing what you wrote. How about stick a stick up your fat assk.",0
0598e041cdc3ea2f,"Oh, I also take 1000% responsibility. I am a worthless piece of shit that should be lynched and killed.",1
45635,"""

 Questionable revert 

I have to question a recent revert here: [] for the reason """"rv, does not appear to be a medical association"""". Previously, the following statement was made: """"Are you seriously suggesting that Wikipedia should only include statements that have been endorsed by medical associations? Don't you think that would make it a little difficult to express the full range of viewpoints?"""". This is clearly inconsistent. On one hand, we are clearly stating that we can't express a full range of viewpoints if we limit ourselves to sourced material by medical associations, but on the other hand, we are doing reverts on properly-cited material that is the conclusion of a sovereign government.""",0
45274e43b9585e50,"Eat shit and die.  I'll kill you, your family, your family's family, your family's family's family in a fucking mass killing spree you fucking devil sperm.  How hard do you think it is to track you on the web then find you in real life?  NOT HARD! GO AWAY BEFORE YOU KILL YOUR FAMILY!",1
1bbc02da2da3e773,"you pro-russian and pro-Assad-scum should be burnt alive in a gas-chamber,you human scum and garbage! LONG LIVE DOKKA UMAROV,DIE BY CANCER YOU RUSSIAN AND ASSAD-SCUM!!!",1
134836,"We dont cares about you,  is a fucking shit, bitch............. 195.30.108.27",0
139607,|listas = Niels of Denmark,0
a0794219b949fa2a,"== I'll pop a Glock in your mouth and make a brain slushy. == 

 Haters gonna hate. 

 == LOL == 

 MOOOOOOOT IS A NOOOOOOOOOOOOOOB",1
b198187b76f2fa70,"""just go kill yourself. lol DON""""T ASK""",1
68419,"This article included a link to the center for Marcionite research website.  That website is part of GeoCities, and will go offline tomorrow, so I have made the link point to a mirror of the website instead 149.254.58.10",0
410a8ad27c4473ab,"== Sibilant offglide == 
 ''The below message was originally posted underneath #What's so bad about /anʲa/?. 
 Well, I have to disagree on sibilant offglide in Russian palatalized t. Indeed, such a phenomenon is possible and quite frequent, but nevertheless it's a typical feature of some dialects that should be avoided in standard normative speech.    

 : This seems strange to me, too: Superscript  stands for palatalization, so it doesn't make sense to use it as an example for not being phonetically palatalized. Maybe what was meant was it changes to ? This originates from this edit by . —",0
4c80b28029394ffc,I hope your entire family dies in the next bomb.,1
500c3fdb5453fc23,""" 
 :Just based on what i'm seeing in the case itself. It's really not focusing on you much at all besides here and there, but who knows. Arbcom may decide to block you for a while because of the ED thing alone, which, admittedly, is pretty bad.  """,0
117371,"Add to the list on the Mavi Marmara, Convicted terrorist hijacker Erdinç Tekir. 

Convicted terrorist hijacker Erdinç Tekir, IHH operative wounded aboard the Mavi Marmara, participated in the 1996 terrorist attack on the Russian ferry Avrasya to bargain for the release Chechens from Russian prisons. He was sentenced to eight years in prison.

Reports in the Turkish paper, Hurryiet, and the Jerusalem Post affirm this.
http://en.wikipedia.org/wiki/Erdinç_Tekir",0
13607,"Your last edits 

Your last edit in Haji Baktash Wali is OK. Let's hope that the other guy does not mess it up again. As for List of Turkic states and empires:

Safavids were NOT a Turkic state. We had this discussion one year ago, and none of the leading scholarly sources support this view. What's seems to be true is that many important members of the family spoke Turkish as their native tongue, including most of the Shahs (not all of them; the Safavids were mixed with all kinds of other royal families). 
The Ottoman Turks were deffinitly Persianate Turkic ... in fact, they are one of the best examples for the deffinition of the word Persianate.",0
34118,"""

 Niggard PLEASE! 

The niggardly nigger niggerly niggered a nickel from his nigga! He was heard saying, """"can a nigga spare a nickel?""""

I firmly believe this is proof the the politically correct should be impaled on stakes and left for dead. Or placed into death camps and given no showers for months and then informing them that """"showers"""" are now available... turn on the gas, dig pits, and bulldoze their corpses into them. Burn them, piss on them, then plow them over. 

 PEOPLE! QUIT PANDERING TO LAZY, STUPID, GOOD-FOR-NOTHING, WELFARE-GRUBBING, CRACK-SMOKING, FILTHY, STINKY NIGGERS! """,1
23625d35d8ceeb46,"YO SUCKA, READ THE TALK PAGE FOR GANJA GOO BALLS AND GET BACK TO ME.  THANKS A BUNCH!",0
122258,"SSSSSSSSSSSSShhhhhhhh 

Go away. Don't use my suerpage again for any reason or you will regret it.",1
e229efc560dd60fb,"What's the difference between a baby and an old person? 
 The old person doesn't die when you fuck him up the ass. 
 How is a baby similar to an old person? 
 Both are enjoyable to throw from a moving vehicle. 
 WHEE DEAD BABY LAWL 
 -Dylan Sun",1
124954,"I know who you are and if you edit any of my stuff again, then I'll smash your face in.",1
4235173bf54a68f9,""" 
 ::Oh, don't bother responding to me.  I gave you one friendly notice that you were using anti-gay slurs, in case you were just some kid who didn't know better.  But now that you know better and don't care, I am removing your page from my watchlist, and won't see anything else you write. -  ·  """,0
39818,"Feeling sorry about greeks 

I actually feel sorry for those greeks, loosing on all fronts and now here. Desperately trying to prove something in which, by most of the causes, it seems that they have no background.
I sure hope they will give up and let prosperity strikes among us, and not funny nationalistic issues.",0
055da6a7106f8026,"I'll kill and piss in the mouth of anyone who supports Soviet scum, and furthermore support their murder in public.",1
a8e17abfd7900814,Bendy95 is an idiot and should be shot,1
157631,"I Want You 

I wanna rape you good. I want your sexy body and sexually abuse you!",1
73324,"""
There is a general lack of references for the article. However the destruction of the abbey by Vikings has been pretty much accepted history up until now, and I don't think all mention should be deleted - especially with no proper referencing. It just leaves a blank. I shall try and find some refs for the article.  Xandar  """,0
e7e67413c18539d5,LIL LOKO 13 kill a N14K win a prize kill a surexo axd ur whole familY di3s SOUTH UP TO MY HOMI3S LOKKED UP YOUXGSHXXTER13 SETOFF13!!!,1
141042,"Scientists assume they spoke Hurrian based on their names, all of their names in Hittite inscripions were Hurrian. This doesn't mean that they were Hurrian since Hittites had Hurrian names as well. You're contradicting yourself. On one hand you speak of the lack of evidence regarding Hayasa (amateur linguistics are not evidence) on the other hand you propose to place it on an equal footing with a quite logical hypothesis (Phrygian) supported by Classical sources, lingustics and a good number of modern scholars and the Gamkrelidze/Ivanov theory. How should it then end up on an equal footing with the other two? Other than the similarity of the names Hay and Hayassa we have nothing else. Feel free to write a paragraph that suits you and present it here though.",0
68112,I'll kick the shit out of you ya cunt,1
103568,"""

 Precious 

Korean War victims
Thank you for quality articles on the Korean War, especially the people involved, such as Jesse L. Brown, for the remarkable presentation of its history and people on your user page, for your GA reviews, - you are an awesome Wikipedian!

  
Two years ago, you were the 324th recipient of my Sky Prize,   """,0
bcdcb1e887b7f78a,""" 

 == Kill him Merkel == 

 Merkel - """"Woman Hittler"""" -  make us a favor and kill that bastard!""",1
af2196f52f7c0a53,""" 

  
 == """"North Face"""" redirect vs. """"The North Face"""" == 
 Hi there! """"North Face"""" is redirected to this article about a clothing company, which I think is not correct. """"North Face"""" (as explained on the disambiguation page) refers to the most challenging face of a mountin on the northern hemisphere. This gave rise to the name for the clothing company! """"The North Face"""" (with the article) may go directly to the clothing company, but NOT """"North Face"""". I dont know how to change this, but I suggest this should be changed, so that """"North Face"""" leads to a disambiguation page or directly to something like Great_north_faces_of_the_Alps.""",0
35016,Please go and kill yourself. You clearly have nothing better to do on wikipedia than try and fuck it up for other people. We have no need for your kind.  (talk),1
49364,I'LL KILL YOU ALL!!!!,1
58975,"Dear Will, why do you insisnt on posting fictitious, misleading material?",0
25922,"Are huma rights directly related to the political ideology. Kibuts in northern Israel is a socialist state, as well as North Korea, so what does it say?",0
ea85c007eb7cf3bd,"== YOU ARE MASSIVELY ABUSING OVERSIGHT. == 

  
 I WILL F*CKING KlLL YOU. I WILL TRACK YOU DOWN AND SHOOT YOU IN YOUR F*CKING HEAD.",1
147619,"Christmas Message 

I hope you die in hell you filthy pig. your anime, filthy slum-apartment, plus your renowned dick sucking, qualifies you for no more than head prostitute of your filthy family. I hope your father died an early death from painful STDs contracted from taking it in the ass from your brother. You think STDs aren't contracted from anal sex? They are when your mom is using dirty needles to shoot both your mom and dad up in the process. Clearly your mom died of a drug overdose. Your siblings deserve to be hit by a truck and school bus and then fucked by your necrophiliac girlfriend (oh wait, you've never had one). Eat shit.",1
50514,"Fuck you nerd 

Fuck you nercd get a life freak I will burn in hell now byy",1
2984c7a4e35273e1,kill it,1
141011,"300-page iPhone bill 

Should probably get a mention in the see also section or incorporated into the article, since it is a perfectly legit article with lots of refs and is directly related to the iPhone. Don't know who removed it the second time",0
85278,"Hi, fuckwit. You do know that by blocking me you are violating basic human rights and freedom of expression. And by you deleting my rant is just plain ridicilous. That just proves that all you are is a bunch of fascist douche bags that should've been bombed to death in WWII. Now, please kindly fuck off? thank you.",1
29968,u motherfukkin bitch i want to rape you smelly whore stop fucking blocking my account or ill get my nigga homies to came and kidnap and rape you and your family,1
140302,"""

 A Helpful Haiku 
Meaneager, I've written this lovely haiku to help you understand the situation:

I posted some fish
""""Gross!"""" you said, and took them down
but you cannot win.""",0
73134,"I'm going to track you down 

I am going to track you down and do horrible violent things to you. This is a sincere threat which I would take seriously if I were you.

BEHEAD THOSE WHO INSULT ISLAM 82.165.144.51",1
666e23a259a5db00,"We disagree as to whether the post was off-topic. You say you agree that here is the place to discuss that disagreement, yet you persist in cross-posting . Your latest post (here and there) says nothing that you have not said before or that I have not answered before. Nobody else has commented. Let's move on.",0
123870,"""

I believe you have erroneously reverted my edit to Template:Alfred Hitchcock's films as vandalism. A link to the edit you have reverted can be found here: link. I re-did the structure of the template because as a flat table with nearly films, it was confusing and difficult to navigate.""",0
9569d729aa2f4086,"::It's that kind of thing that makes people want to go and attack cops and injure/kill them. Sometimes they are so ignorant they deserve to suffer,",1
57435,"From the beginning this article has not been clear in seperating duralumium, a specific, patented alloy, from a lot of other aluminium alloys. Many others don't use copper as the primary alloying element, or don't respond to precipitation heat treatment - the discovery that made duraluminum useful.  05:17, 2005 September 11 (UTC)",0
92b2172e19384ff2,"I HATE YOU, OLORIN28. BECAUSE UF YOU, I WOLULD BE NOW DEAD BY SUICIDE BUT THEY IN THE HOSPITAL SAVED ME... YOU WILL PAY FOR THIS ALL. STATIO RADION.",1
123736,"That would be welcome. I don't seem to have anything that would be PD. One image from the 1890s, but not necessarily published at that time, so it's hard to say. -  | Talk",0
3565,"""

 1. Don't see the point of linking husband profile to her page as he is not a public figure. I have seen other pages like George Yeo's spouse listed but never seen her corporate/roles/profile linked.
2. Removed the same link as it talked about marriage but link has nothing to do with marriage.
3. Removed a Temasek Review article stating she dumped her boyfriend for her husband because it's baseless as strictly speaking, there was no evidence. Taking photos together doesn't mean boyfriend. So don't see a point in inserting your """"The New Paper"""" article of her refuting the claims.
4. Removed the youtube link as I was told there's copyrights involved.
5. Also related to 4., you seem to want to to include comments made by PM Lee about TPL. I don't see the point. So may I know each time a minister talks about TPL, are you going to write it in?
6. I've made those edits to shorten the article. It was too lengthy, too many quotes.
7. I don't see the point of including her treasurer post in 16th council when I've updated her role in 17th. 

thanks for blocking me.""",0
146622,"""
And the benefit to the reader? """"Flee"""" contains a connotation a bit removed from the facts of his harassment. Cheers.   """,0
10f32b8ce83962f9,"== BITCH! == 

 SHE IS A FAGG AND I WILL RAPE HER >:)",1
b78e67f9d1cbaea0,"Thanks for uploading Image:1237.jpg.  However, without accurate source information, we cannot verify your claim that this was released for promotional purposes.  Please go back and correct the source.  Thanks.",0
96589,"""
 Archives April 2006 – May 15, 2006
 """,0
70056,"You are currently unable to edit pages on Wikipedia.
You can still read pages, but you cannot edit, change, or create them. 
Editing from 88.96.108.118 has been disabled by Dominic for the following reason(s):

  CheckUser evidence has determined that this IP address (or network) has been used abusively. 
This address (or network) has been blocked temporarily or permanently to prevent further abuse.  

In extreme cases, an entire network may be blocked to prevent an abusive user from continually changing their IP address in order to evade blocks or abusing multiple accounts. If you are a registered user and are seeing this message, please follow these instructions. 

Administrators: CheckUsers are privy to confidential system logs not accessible by the public or administrators due to the Wikimedia Foundation's privacy policy, and therefore must be consulted before this block can be removed. 

Users: If you already have an account in good standing, you may request IP block exemption to bypass this block. Post an unblock request to your user talk page. 
 

This block has been set to expire: 21:41, 3 April 2010. 

Even if blocked, you will usually still be able to edit your user talk page and contact other editors and administrators by e-mail. 

Note: Please use the [show] links across from each header to show more information.",0
